multiplicity,wyckoff_letter,site_symmetry,coordinates
12,k,1,"(x,y,z)"
6,j,..2,"(x,2x,1/2)"
6,i,..2,"(x,2x,0)"
6,h,.2.,"(x,0,1/2)"
6,g,.2.,"(x,0,0)"
6,f,2..,"(1/2,0,z)"
6,e,2..,"(0,0,z)"
3,d,222,"(1/2,0,1/2)"
3,c,222,"(1/2,0,0)"
3,b,222,"(0,0,1/2)"
3,a,222,"(0,0,0)"
