multiplicity,wyckoff_letter,site_symmetry,coordinates
32,o,1,"(x,y,z)"
16,n,.m.,"(0,y,z)"
16,m,..m,"(x,x,z)"
16,l,m..,"(x,y,0)"
16,k,..2,"(x,x+1/2,1/4)"
8,j,m2m .,"(x,1/2,0)"
8,i,m2m .,"(x,0,0)"
8,h,m.2 m,"(x,x,0)"
8,g,2mm .,"(0,1/2,z)"
8,f,..2/m,"(1/4,1/4,1/4)"
4,e,4mm,"(0,0,z)"
4,d,-4m2,"(0,1/2,1/4)"
4,c,mmm .,"(0,1/2,0)"
2,b,4/mmm,"(0,0,1/2)"
2,a,4/mmm,"(0,0,0)"
