multiplicity,wyckoff_letter,site_symmetry,coordinates
6,d,1,"(x,y,z)"
3,c,2..,"(1/2,0,z)"
2,b,3..,"(1/3,2/3,z)"
1,a,6..,"(0,0,z)"
