multiplicity,wyckoff_letter,site_symmetry,coordinates
24,k,1,"(x,y,z)"
12,j,..2,"(1/2,y,y)"
12,i,..2,"(0,y,y)"
12,h,2..,"(x,1/2,0)"
8,g,.3.,"(x,x,x)"
6,f,4..,"(x,1/2,1/2)"
6,e,4..,"(x,0,0)"
3,d,42. 2,"(1/2,0,0)"
3,c,42. 2,"(0,1/2,1/2)"
1,b,432,"(1/2,1/2,1/2)"
1,a,432,"(0,0,0)"
